Patch_ID,OS_Type,Patch_Type,Patch_Severity,Systems_Affected,Server_Usage,Prev_Incidents,Patch_Size_MB,Applied_During_Peak,Pre_Health_Score,Post_Health_Score,Downtime_Mins,Result
P2874,Windows,Security,Medium,60,Medium,2,64,No,82.3,76.4,5.8,Safe
P2875,Windows,Bugfix,Low,35,Medium,1,77,Yes,87.9,81.3,8.6,Safe
P2876,Windows,Security,High,90,Low,1,437,Yes,84.3,70.6,19.0,Risky
P2877,Windows,Feature,Medium,41,Medium,1,341,No,69.7,60.9,11.8,Risky
P2878,RHEL,Bugfix,Medium,51,Low,0,424,No,81.5,76.0,8.0,Safe
P2879,Windows,Security,Medium,95,Medium,0,370,No,89.1,87.5,3.0,Safe
P2880,Windows,Bugfix,Low,82,Medium,2,299,Yes,81.2,69.6,12.5,Risky
P2881,Ubuntu,Feature,Medium,51,Medium,0,147,No,81.2,76.1,4.9,Risky
P2882,Windows,Kernel,Medium,73,Medium,1,352,Yes,92.8,83.1,5.4,Risky
P2883,Windows,Security,Critical,62,Low,1,386,No,86.6,77.6,6.5,Risky
P2884,RHEL,Feature,Medium,40,High,0,88,No,88.5,83.3,3.4,Safe
P2885,RHEL,Kernel,Medium,36,Medium,0,87,No,68.8,65.1,3.6,Safe
P2886,RHEL,Kernel,Medium,68,Medium,0,349,No,89.5,87.6,2.6,Safe
P2887,RHEL,Bugfix,Critical,75,Medium,0,228,No,73.9,60.8,7.5,Risky
P2888,Windows,Bugfix,High,46,Medium,0,146,No,84.8,78.9,9.3,Safe
P2889,Ubuntu,Bugfix,Medium,52,Low,0,429,No,74.4,67.2,7.8,Safe
P2890,RHEL,Feature,High,78,Low,0,331,No,94.3,81.3,25.4,Risky
P2891,RHEL,Bugfix,Medium,85,Low,1,287,No,100.0,98.7,1.7,Safe
P2892,Ubuntu,Bugfix,Medium,34,Medium,0,213,No,83.5,79.1,7.4,Safe
P2893,RHEL,Bugfix,Low,25,Low,0,146,No,83.4,82.3,2.0,Safe
P2894,Windows,Feature,Medium,64,Low,0,306,No,95.3,87.4,14.6,Safe
P2895,Windows,Feature,Low,17,Medium,0,358,No,90.7,84.7,7.7,Safe
P2896,Windows,Security,Critical,5,Low,1,311,No,84.3,79.8,5.0,Risky
P2897,RHEL,Feature,Medium,69,Medium,1,342,No,88.7,83.8,6.6,Risky
P2898,RHEL,Bugfix,Critical,37,Low,0,307,No,100.0,88.2,13.0,Risky
P2899,Windows,Feature,Medium,42,Low,0,298,Yes,78.3,67.3,9.5,Risky
P2900,Windows,Bugfix,Medium,29,Medium,2,294,No,79.1,71.6,7.4,Risky
P2901,RHEL,Security,Medium,30,Low,1,300,No,92.9,91.1,1.6,Safe
P2902,Windows,Kernel,Low,81,High,1,172,No,100.0,96.0,3.7,Safe
P2903,RHEL,Security,Medium,63,Medium,0,374,No,86.8,83.4,2.2,Safe
P2904,Windows,Feature,Low,96,Low,0,218,No,67.9,61.7,7.1,Safe
P2905,RHEL,Bugfix,Medium,37,Low,4,484,No,88.9,84.0,4.2,Risky
P2906,Ubuntu,Bugfix,Medium,45,Medium,2,224,No,79.8,75.4,5.1,Safe
P2907,RHEL,Security,High,34,Low,0,318,No,89.8,83.4,10.7,Safe
P2908,RHEL,Bugfix,Low,61,Low,2,253,No,71.4,58.2,15.5,Risky
P2909,RHEL,Security,Low,53,Medium,3,374,No,70.2,64.4,11.3,Risky
P2910,RHEL,Security,Medium,52,High,1,115,No,82.0,74.9,5.1,Safe
P2911,Ubuntu,Security,Critical,76,Medium,1,364,No,100.0,89.0,19.6,Safe
P2912,Ubuntu,Security,High,53,Medium,1,373,No,71.3,63.5,6.8,Risky
P2913,RHEL,Kernel,Medium,51,High,0,108,No,81.8,80.0,3.4,Risky
P2914,RHEL,Kernel,Medium,60,Low,0,268,No,70.4,60.9,8.0,Safe
P2915,Windows,Security,Low,69,High,1,422,No,87.9,82.8,8.3,Safe
P2916,Ubuntu,Feature,Critical,16,Medium,0,315,No,87.2,73.6,8.1,Risky
P2917,Windows,Security,Medium,73,Medium,0,190,Yes,70.8,64.1,9.6,Safe
P2918,RHEL,Bugfix,Low,92,High,0,285,No,97.9,93.9,3.3,Safe
P2919,RHEL,Feature,Medium,10,Low,0,435,No,65.8,58.4,11.0,Risky
P2920,Windows,Kernel,Low,93,Low,0,267,No,100.0,91.9,11.8,Safe
P2921,RHEL,Bugfix,Critical,69,Medium,0,64,No,98.7,90.7,15.1,Risky
P2922,Windows,Feature,Low,29,Medium,0,351,Yes,88.1,75.3,18.4,Risky
P2923,RHEL,Security,Medium,5,Low,0,490,No,94.0,92.5,1.6,Safe
P2924,Windows,Kernel,Low,36,Low,0,187,No,83.2,74.4,7.0,Safe
P2925,RHEL,Security,High,7,Medium,1,455,No,69.6,56.7,19.1,Risky
P2926,Windows,Bugfix,High,53,Medium,0,281,No,87.4,77.7,6.5,Safe
P2927,RHEL,Bugfix,Medium,23,Medium,0,138,No,69.3,68.7,1.0,Safe
P2928,Windows,Bugfix,Medium,64,High,0,126,No,84.9,82.0,2.5,Safe
P2929,RHEL,Security,High,33,Low,0,185,No,72.6,68.0,6.0,Safe
P2930,Windows,Kernel,Low,54,Low,0,454,Yes,94.8,91.5,4.5,Risky
P2931,Windows,Security,Medium,6,Medium,0,455,No,88.8,87.1,1.8,Safe
P2932,Windows,Bugfix,Low,77,Medium,1,159,No,91.8,88.5,4.9,Safe
P2933,Windows,Security,Critical,60,Low,1,402,No,88.4,81.6,6.0,Risky
P2934,Windows,Security,Medium,21,Low,1,350,No,100.0,96.4,2.0,Safe
P2935,Ubuntu,Bugfix,High,64,High,1,140,No,95.2,89.9,10.4,Risky
P2936,RHEL,Bugfix,Medium,40,High,1,473,No,100.0,99.3,0.7,Safe
P2937,Ubuntu,Security,Low,65,Medium,0,419,Yes,76.0,67.9,12.8,Risky
P2938,RHEL,Security,Low,21,Low,1,455,No,79.6,68.3,14.2,Safe
P2939,RHEL,Bugfix,Low,53,High,1,463,No,60.8,52.0,13.2,Risky
P2940,RHEL,Feature,Medium,80,High,0,239,Yes,81.1,70.1,7.3,Risky
P2941,RHEL,Feature,Low,64,Medium,0,122,Yes,84.6,81.6,3.9,Safe
P2942,Windows,Security,Low,24,High,0,222,No,89.3,83.6,6.2,Safe
P2943,Windows,Security,High,54,High,1,84,Yes,79.7,62.5,20.2,Risky
P2944,Windows,Security,Critical,7,High,0,259,Yes,92.4,87.4,9.6,Risky
P2945,Windows,Security,Medium,47,High,1,347,No,91.7,86.6,3.5,Safe
P2946,RHEL,Bugfix,Medium,61,Medium,2,182,Yes,80.3,70.3,16.2,Risky
P2947,RHEL,Bugfix,Low,54,Medium,0,332,No,75.4,70.0,5.4,Safe
P2948,RHEL,Security,Medium,72,Medium,1,247,Yes,85.7,78.0,7.1,Safe
P2949,RHEL,Security,High,85,Medium,0,495,No,86.0,80.6,4.8,Safe
P2950,RHEL,Security,Low,54,Medium,0,81,No,78.9,73.6,5.5,Safe
P2951,RHEL,Feature,Low,41,High,1,185,No,82.4,76.2,6.4,Risky
P2952,Windows,Kernel,High,50,Medium,0,297,No,70.8,67.2,3.3,Risky
P2953,Windows,Security,Medium,46,Medium,0,408,Yes,91.8,85.1,10.0,Safe
P2954,Ubuntu,Security,Low,19,Medium,2,390,No,91.9,86.8,3.0,Safe
P2955,Ubuntu,Feature,Medium,37,Medium,0,195,Yes,85.5,73.7,11.8,Safe
P2956,Windows,Kernel,Medium,84,Medium,2,383,Yes,92.7,81.0,10.8,Risky
P2957,RHEL,Bugfix,Medium,15,Low,2,192,No,86.3,81.4,8.1,Risky
P2958,Windows,Security,High,24,Medium,1,283,No,100.0,97.8,1.6,Safe
P2959,Windows,Security,High,28,Low,1,459,No,72.0,61.0,21.1,Safe
P2960,RHEL,Bugfix,Medium,68,Low,0,486,Yes,87.0,82.9,3.1,Safe
P2961,RHEL,Security,Critical,84,Medium,1,93,No,94.0,90.6,3.6,Risky
P2962,Ubuntu,Security,Medium,98,Low,0,81,Yes,99.9,95.1,3.9,Safe
P2963,RHEL,Bugfix,High,69,Low,1,280,No,92.9,85.9,6.6,Safe
P2964,Windows,Security,Medium,92,Low,1,77,No,74.6,66.9,12.7,Safe
P2965,Windows,Feature,High,92,Low,0,472,No,68.4,53.6,18.0,Risky
P2966,RHEL,Security,Critical,77,Medium,2,209,No,83.3,68.3,11.2,Risky
P2967,RHEL,Security,Low,90,Medium,0,382,No,88.6,84.4,2.4,Safe
P2968,RHEL,Bugfix,Critical,80,High,1,256,No,94.4,85.2,7.8,Safe
P2969,RHEL,Security,High,21,Medium,0,67,No,74.0,61.5,24.2,Safe
P2970,RHEL,Kernel,High,93,Low,0,152,No,91.1,82.3,15.6,Risky
P2971,Ubuntu,Bugfix,Low,96,Low,0,119,No,58.2,49.6,10.0,Safe
P2972,RHEL,Security,High,65,Medium,0,168,No,77.6,74.0,4.4,Safe
P2973,Windows,Feature,High,19,Medium,2,188,No,93.6,83.5,18.6,Risky
P2974,RHEL,Security,Low,98,High,0,209,Yes,73.1,60.8,17.0,Safe
P2975,Ubuntu,Kernel,Critical,55,Medium,1,281,No,74.0,63.0,20.0,Risky
P2976,RHEL,Security,Low,31,Medium,3,197,No,79.7,73.5,7.7,Risky
P2977,RHEL,Bugfix,Low,90,Medium,0,402,No,86.8,82.7,3.3,Safe
P2978,Ubuntu,Security,Medium,78,High,0,473,Yes,73.8,61.6,19.5,Risky
P2979,Ubuntu,Bugfix,Medium,65,Medium,0,441,No,84.7,83.2,1.9,Safe
P2980,RHEL,Feature,Medium,62,Low,0,292,No,80.7,71.2,14.3,Safe
P2981,Ubuntu,Feature,Low,35,Medium,4,84,No,96.6,93.6,2.2,Safe
P2982,RHEL,Security,Critical,95,Medium,1,374,No,80.2,73.3,10.0,Risky
P2983,RHEL,Security,Low,16,High,0,431,Yes,85.3,76.5,9.5,Safe
P2984,RHEL,Feature,Low,50,Medium,0,404,No,86.7,79.2,7.5,Safe
P2985,RHEL,Kernel,Low,35,Low,1,288,No,80.8,74.3,9.8,Risky
P2986,Windows,Security,Medium,36,High,0,383,Yes,92.7,90.3,3.3,Safe
P2987,RHEL,Bugfix,Critical,36,High,0,198,No,94.8,90.9,5.7,Safe
P2988,RHEL,Security,Medium,57,Low,0,160,No,80.1,78.1,4.0,Safe
P2989,Windows,Feature,High,65,High,0,457,No,87.9,72.3,24.3,Risky
P2990,Windows,Security,Low,50,Low,0,66,No,75.7,75.4,0.4,Safe
P2991,RHEL,Security,Medium,89,Medium,1,451,No,90.6,87.7,4.2,Safe
P2992,Windows,Feature,Medium,78,High,0,275,No,87.3,82.3,5.5,Safe
P2993,RHEL,Security,Medium,84,Medium,1,189,No,81.4,74.8,11.5,Safe
P2994,Windows,Bugfix,Low,11,Low,1,193,No,88.3,83.3,5.3,Safe
P2995,Windows,Bugfix,Medium,8,Medium,3,309,No,90.9,85.6,8.3,Safe
P2996,Ubuntu,Security,Medium,95,Medium,1,266,No,97.3,93.9,3.2,Safe
P2997,RHEL,Security,High,56,Low,0,211,No,89.0,85.8,2.3,Safe
P2998,RHEL,Bugfix,Medium,93,Medium,0,141,No,93.9,90.8,2.2,Safe
P2999,RHEL,Security,Low,35,Medium,2,223,No,100.0,100.0,0.0,Safe
